재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명		당기			전기	전전기	
손익계산서, 기능별 분류 - 연결	[053210]	케이티스카이라이프	유가증권시장상장법인	602	텔레비전 방송업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      영업수익		1,022,927,312,705			1,025,595,274,656	1,013,677,252,379
손익계산서, 기능별 분류 - 연결	[053210]	케이티스카이라이프	유가증권시장상장법인	602	텔레비전 방송업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		9,588,297,049			5,272,528,208	10,345,093,132
손익계산서, 기능별 분류 - 연결	[053210]	케이티스카이라이프	유가증권시장상장법인	602	텔레비전 방송업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		-156,078,783,566			-113,745,084,092	23,085,655,455
손익계산서, 기능별 분류 - 연결	[053210]	케이티스카이라이프	유가증권시장상장법인	602	텔레비전 방송업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분에 귀속되는 당기순이익(손실)		-20,176,368,567			-15,854,429,241	718,601,511
손익계산서, 기능별 분류 - 연결	[053210]	케이티스카이라이프	유가증권시장상장법인	602	텔레비전 방송업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주에게 귀속되는 당기순이익(손실)		-135,902,414,999			-97,890,654,851	22,367,053,944
손익계산서, 기능별 분류 - 연결	[053210]	케이티스카이라이프	유가증권시장상장법인	602	텔레비전 방송업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		-146,490,486,517			-108,472,555,884	33,430,748,587
손익계산서, 기능별 분류 - 연결	[053210]	케이티스카이라이프	유가증권시장상장법인	602	텔레비전 방송업	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법투자주식평가이익(손실)		150,617,826			-1,099,793,621	-746,151,540
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		39,446,972,915			47,252,640,807	39,593,823,755
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		11,472,589,029			11,161,745,245	13,324,424,709
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		6,507,383,091			13,189,121,812	11,940,764,349
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		55,809,857,853			57,098,803,473	54,280,570,071
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	entity00157636_udf_IS_2017103092244844_IncomeStatementAbstract	      관계기업투자관련손익		-250,750,375			-1,467,652,538	5,667,934,184
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		686,756,795,994			705,301,752,246	725,151,246,937
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)		1,108			1,066	1,477
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShareFromContinuingOperations	            계속영업기본주당이익(손실)		1,108			1,066	1,477
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations	            중단영업기본주당이익(손실)		0			0	0
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)		1,099			1,066	1,385
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations	            계속영업희석주당이익(손실)		1,099			1,066	1,385
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations	            중단영업희석주당이익(손실)		0			0	0
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		25,744,082,023			27,240,187,214	26,964,883,120
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		15,432,667,622			13,990,516,512	11,371,746,335
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		95,256,830,768			104,351,444,280	93,874,393,826
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		9,861,144,246			8,323,247,796	8,088,139,169
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		23,988,869,831			22,184,693,204	22,964,142,345
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분에 귀속되는 당기순이익(손실)		2,545,555,698			1,976,251,878	-2,525,034,091
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	entity00157636_udf_IS_2017103093044612_ProfitLossAttributableToNoncontrollingInterests	            계속영업이익(손실)		2,545,555,698			1,976,251,878	-2,525,034,091
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	entity00157636_udf_IS_2017103093046264_ProfitLossAttributableToNoncontrollingInterests	            중단영업이익(손실)		0			0	0
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주에게 귀속되는 당기순이익(손실)		21,443,314,133			20,208,441,326	25,489,176,436
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	entity00157636_udf_IS_2017103093015709_ProfitLossAttributableToOwnersOfParent	            계속영업이익(손실)		21,443,314,133			20,208,441,326	25,489,176,436
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	entity00157636_udf_IS_2017103093018379_ProfitLossAttributableToOwnersOfParent	            중단영업이익(손실)		0			0	0
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		33,850,014,077			30,507,941,000	31,052,281,514
손익계산서, 기능별 분류 - 연결	[024880]	케이피에프	코스닥시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      매출액		782,013,626,762			809,653,196,526	819,025,640,763
손익계산서, 기능별 분류 - 연결	[052400]	코나아이	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익		33,414,413,652			33,683,780,235	48,834,313,273
손익계산서, 기능별 분류 - 연결	[052400]	코나아이	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		5,655,293,388			4,040,717,885	4,170,445,564
손익계산서, 기능별 분류 - 연결	[052400]	코나아이	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		3,243,246,380			3,404,418,432	7,973,218,940
손익계산서, 기능별 분류 - 연결	[052400]	코나아이	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		62,251,179,639			76,502,131,999	71,258,730,715
손익계산서, 기능별 분류 - 연결	[052400]	코나아이	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2024-12-31	사업보고서	KRW	entity00349732_udf_IS_2018724203446650_IncomeStatementAbstract	      관계기업및공동기업손익		1,466,420,899			2,817,649,909	604,827,917
손익계산서, 기능별 분류 - 연결	[052400]	코나아이	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		140,642,584,092			170,036,179,264	122,089,905,933
손익계산서, 기능별 분류 - 연결	[052400]	코나아이	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익		2,114			2,206	2,495
손익계산서, 기능별 분류 - 연결	[052400]	코나아이	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익		2,114			2,206	2,494
손익계산서, 기능별 분류 - 연결	[052400]	코나아이	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		4,710,691,583			7,738,076,786	7,181,985,457
손익계산서, 기능별 분류 - 연결	[052400]	코나아이	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		8,012,784,565			6,997,628,998	7,027,383,061
손익계산서, 기능별 분류 - 연결	[052400]	코나아이	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		95,665,593,291			110,185,912,234	120,093,043,988
손익계산서, 기능별 분류 - 연결	[052400]	코나아이	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용		10,431,707,571			7,519,055,370	11,185,785,787
손익계산서, 기능별 분류 - 연결	[052400]	코나아이	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익		30,163,266,970			28,878,226,439	34,295,979,631
손익계산서, 기능별 분류 - 연결	[052400]	코나아이	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분에 귀속되는 당기순이익(손실)		-91,064,706			-292,582,577	10,970,228
손익계산서, 기능별 분류 - 연결	[052400]	코나아이	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주에게 귀속되는 당기순이익		30,254,331,676			29,170,809,016	34,285,009,403
손익계산서, 기능별 분류 - 연결	[052400]	코나아이	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익		40,594,974,541			36,397,281,809	45,481,765,418
손익계산서, 기능별 분류 - 연결	[052400]	코나아이	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      매출액		236,308,177,383			280,222,091,498	242,182,949,921
손익계산서, 기능별 분류 - 연결	[005420]	코스모화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		-2,000,900,280			3,005,594,005	41,427,923,296
손익계산서, 기능별 분류 - 연결	[005420]	코스모화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		43,294,136,974			43,569,117,802	39,317,093,339
손익계산서, 기능별 분류 - 연결	[005420]	코스모화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	entity00160302_ProfitAndLossRelatedToInvestmentInRelatedCompaniesAndJointEnterpriseOfIncomeStatementAbstract	      관계기업및공동기업투자 관련 손익		-1,160,633,785			-908,221,677	0
손익계산서, 기능별 분류 - 연결	[005420]	코스모화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	entity00160302_udf_IS_2017111016331960_IncomeStatementAbstract	      기타영업외손익		-28,076,235,854			1,942,334,797	2,260,184,572
손익계산서, 기능별 분류 - 연결	[005420]	코스모화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		707,988,158,393			752,408,941,086	637,449,553,467
손익계산서, 기능별 분류 - 연결	[005420]	코스모화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)		-1,686			-754	334
손익계산서, 기능별 분류 - 연결	[005420]	코스모화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)		-1,686			-754	334
손익계산서, 기능별 분류 - 연결	[005420]	코스모화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융원가		27,452,461,160			26,650,138,392	25,366,821,279
손익계산서, 기능별 분류 - 연결	[005420]	코스모화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		13,026,949,649			15,738,830,567	17,692,832,525
손익계산서, 기능별 분류 - 연결	[005420]	코스모화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		41,293,236,694			46,574,711,807	80,745,016,635
손익계산서, 기능별 분류 - 연결	[005420]	코스모화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		6,620,842,219			598,318,131	4,542,448,172
손익계산서, 기능별 분류 - 연결	[005420]	코스모화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		-52,284,123,649			-7,469,918,831	31,471,670,942
손익계산서, 기능별 분류 - 연결	[005420]	코스모화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분에 귀속되는 당기순이익(손실)		12,395,820,237			19,357,389,885	20,228,071,969
손익계산서, 기능별 분류 - 연결	[005420]	코스모화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주에게 귀속되는 당기순이익(손실)		-64,679,943,886			-26,827,308,716	11,243,598,973
손익계산서, 기능별 분류 - 연결	[005420]	코스모화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		-45,663,281,430			-6,871,600,700	36,014,119,114
손익계산서, 기능별 분류 - 연결	[005420]	코스모화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      수익(매출액)		749,281,395,087			798,983,652,893	718,194,570,102
손익계산서, 기능별 분류 - 연결	[066310]	큐에스아이	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		1,184,535,478			-4,243,012,697	1,845,150,544
손익계산서, 기능별 분류 - 연결	[066310]	큐에스아이	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타이익		796,755,471			7,570,454,382	7,467,756,506
손익계산서, 기능별 분류 - 연결	[066310]	큐에스아이	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타손실		299,152,665			2,925,032,650	2,033,797,986
손익계산서, 기능별 분류 - 연결	[066310]	큐에스아이	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		4,173,684,709			6,188,982,042	5,333,879,787
손익계산서, 기능별 분류 - 연결	[066310]	큐에스아이	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	entity00411446_ProfitsLossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethodOfIncomeStatementAbstract	      지분법이익(손실)		-89,051,918			22,171,958	-18,491,857
손익계산서, 기능별 분류 - 연결	[066310]	큐에스아이	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		16,005,063,454			16,741,123,746	15,520,421,346
손익계산서, 기능별 분류 - 연결	[066310]	큐에스아이	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)		360			294	757
손익계산서, 기능별 분류 - 연결	[066310]	큐에스아이	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)		360			294	757
손익계산서, 기능별 분류 - 연결	[066310]	큐에스아이	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융원가		1,751,336,307			224,162,700	593,972,461
손익계산서, 기능별 분류 - 연결	[066310]	큐에스아이	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		3,622,887,899			1,951,173,892	1,940,067,497
손익계산서, 기능별 분류 - 연결	[066310]	큐에스아이	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		5,358,220,187			1,945,969,345	7,179,030,331
손익계산서, 기능별 분류 - 연결	[066310]	큐에스아이	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		211,199,638			559,953,193	1,598,339,133
손익계산서, 기능별 분류 - 연결	[066310]	큐에스아이	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		3,253,438,320			2,711,545,378	7,008,373,110
손익계산서, 기능별 분류 - 연결	[066310]	큐에스아이	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주에게 귀속되는 당기순이익(손실)		3,253,438,320			2,711,545,378	7,008,373,110
손익계산서, 기능별 분류 - 연결	[066310]	큐에스아이	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		3,464,637,958			2,151,592,185	8,606,712,243
손익계산서, 기능별 분류 - 연결	[066310]	큐에스아이	코스닥시장상장법인	261	반도체 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      수익(매출액)		21,363,283,641			18,687,093,091	22,699,451,677
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	dart_InterestIncomeFinanceIncome	      금융수익-유효이자율법에 의한 이자수익		42,797,559,948			87,252,230,632	23,592,380,336
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		20,642,182,140			-404,531,815,195	106,287,199,762
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타영업외수익		337,557,783,128			113,660,454,413	71,047,111,986
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타영업외비용		281,660,208,807			1,070,742,346,398	157,051,914,117
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		163,909,904,253			669,061,587,604	164,462,198,619
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	dart_BadDebtExpensesSellingGeneralAdministrativeExpenses	         대손상각비(대손충당금환입)		31,789,087,969			493,926,926,370	6,466,033,626
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	entity00153861_GeneralSellingAndAdministrativeExpensesOfTotalSellingGeneralAdministrativeExpenses	         일반판매비와관리비		132,120,816,284			175,134,661,234	157,996,164,993
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		2,501,622,024,561			3,088,392,003,421	2,334,347,333,808
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)		196			-36,012	580
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)		196			-36,012	580
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		165,715,103,870			191,298,782,539	75,850,120,417
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		184,552,086,393			264,529,772,409	270,749,398,381
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용		-11,669,902,376			-2,738,167,728	2,340,154,313
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherFinanceIncome	      금융수익-기타		95,586,875,797			4,730,391,418	7,281,673,365
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익		66,803,953,317			-1,456,960,619,972	-7,155,118,986
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분에 귀속되는 당기순이익(손실)		31,828,445,904			-56,398,697,076	-30,010,074,098
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주에게 귀속되는 당기순이익(손실)		34,975,507,413			-1,400,561,922,896	22,854,955,112
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		78,473,855,693			-1,454,222,452,244	-9,495,273,299
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      매출액		2,686,174,110,954			3,352,921,775,830	2,605,096,732,189
손익계산서, 기능별 분류 - 연결	[009410]	태영건설	유가증권시장상장법인	412	토목 건설업	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      관계,공동기업투자손익		29,264,767,357			6,707,415,425	15,198,395,786
손익계산서, 기능별 분류 - 연결	[131290]	티에스이	코스닥시장상장법인	272	측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		39,898,852,512			-2,380,122,294	
손익계산서, 기능별 분류 - 연결	[131290]	티에스이	코스닥시장상장법인	272	측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		1,157,273,550			772,512,664	
손익계산서, 기능별 분류 - 연결	[131290]	티에스이	코스닥시장상장법인	272	측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		699,640,421			478,705,218	
손익계산서, 기능별 분류 - 연결	[131290]	티에스이	코스닥시장상장법인	272	측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		47,105,748,866			35,970,195,786	
손익계산서, 기능별 분류 - 연결	[131290]	티에스이	코스닥시장상장법인	272	측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외	12	2024-12-31	사업보고서	KRW	entity00372226_udf_IS_2018724143331778_IncomeStatementAbstract	      지분법이익(손실)		-339,889,803			-41,748,858	
손익계산서, 기능별 분류 - 연결	[131290]	티에스이	코스닥시장상장법인	272	측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		261,048,606,587			215,557,616,353	
